# step , loss function , Y0 , learning rate , running time
2.320000000000000000e+02,1.391459332180282331e+02,7.557920869252369300e+01,5.000000000000000000e-01,5.098140411376953125e+02
2.330000000000000000e+02,1.492509236331029854e+02,7.560574058402627884e+01,5.000000000000000000e-01,5.116510710716247559e+02
2.340000000000000000e+02,1.357624139173228457e+02,7.563662580594301232e+01,5.000000000000000000e-01,5.133278160095214844e+02
2.350000000000000000e+02,1.814133020021799609e+02,7.565464015600382197e+01,5.000000000000000000e-01,5.151572201251983643e+02
2.360000000000000000e+02,1.807443335000759816e+02,7.567203984736823941e+01,5.000000000000000000e-01,5.169881911277770996e+02
2.370000000000000000e+02,1.966366663289410894e+02,7.569119534976184127e+01,5.000000000000000000e-01,5.193154282569885254e+02
2.380000000000000000e+02,1.436566298758313565e+02,7.572135376700201448e+01,5.000000000000000000e-01,5.215185279846191406e+02
2.390000000000000000e+02,1.526603644797973800e+02,7.575270893398509031e+01,5.000000000000000000e-01,5.237382299900054932e+02
2.400000000000000000e+02,1.324789299251459909e+02,7.578920928578341432e+01,5.000000000000000000e-01,5.260129332542419434e+02
2.410000000000000000e+02,9.863005830977047594e+01,7.582814012048972074e+01,5.000000000000000000e-01,5.282218382358551025e+02
2.420000000000000000e+02,1.177996713809460800e+02,7.586538127906678142e+01,5.000000000000000000e-01,5.304742689132690430e+02
2.430000000000000000e+02,1.090731598870534214e+02,7.590142998145134356e+01,5.000000000000000000e-01,5.327296600341796875e+02
2.440000000000000000e+02,1.705263766866274864e+02,7.593177023556238225e+01,5.000000000000000000e-01,5.350144720077514648e+02
2.450000000000000000e+02,1.461451599546761031e+02,7.596117551621247799e+01,5.000000000000000000e-01,5.372792088985443115e+02
2.460000000000000000e+02,1.095673655903499082e+02,7.598496274478026180e+01,5.000000000000000000e-01,5.396438820362091064e+02
2.470000000000000000e+02,1.079770877926221999e+02,7.599836970921379020e+01,5.000000000000000000e-01,5.420140011310577393e+02
2.480000000000000000e+02,1.087408844884054702e+02,7.601269655023423866e+01,5.000000000000000000e-01,5.443057379722595215e+02
2.490000000000000000e+02,1.594765233762095136e+02,7.601802783801764463e+01,5.000000000000000000e-01,5.459233920574188232e+02
2.500000000000000000e+02,1.057969807392091610e+02,7.602323298481962865e+01,5.000000000000000000e-01,5.480490460395812988e+02
2.510000000000000000e+02,1.370970498806991884e+02,7.603309648447850577e+01,5.000000000000000000e-01,5.508287620544433594e+02
2.520000000000000000e+02,1.137962004868147829e+02,7.604347060210925235e+01,5.000000000000000000e-01,5.526743910312652588e+02
2.530000000000000000e+02,1.646571431378062584e+02,7.605148661123186571e+01,5.000000000000000000e-01,5.547577950954437256e+02
2.540000000000000000e+02,1.235171802630523956e+02,7.605852206476724575e+01,5.000000000000000000e-01,5.572547111511230469e+02
2.550000000000000000e+02,1.221050977000782609e+02,7.606065253508378987e+01,5.000000000000000000e-01,5.593276920318603516e+02
2.560000000000000000e+02,1.614684885895429716e+02,7.605743223087476679e+01,5.000000000000000000e-01,5.616670980453491211e+02
2.570000000000000000e+02,1.285802020912823309e+02,7.605410125067353988e+01,5.000000000000000000e-01,5.643744041919708252e+02
2.580000000000000000e+02,1.226365180008724423e+02,7.605316604800106006e+01,5.000000000000000000e-01,5.672901298999786377e+02
2.590000000000000000e+02,8.973881757291304950e+01,7.605118147009426366e+01,5.000000000000000000e-01,5.697087512016296387e+02
2.600000000000000000e+02,8.162864275515036638e+01,7.604850286511836543e+01,5.000000000000000000e-01,5.718596160411834717e+02
2.610000000000000000e+02,1.086129427847099720e+02,7.604667017059156819e+01,5.000000000000000000e-01,5.751975522041320801e+02
2.620000000000000000e+02,9.472189523274650469e+01,7.604998675638438499e+01,5.000000000000000000e-01,5.788656482696533203e+02
2.630000000000000000e+02,9.559088314843324952e+01,7.605323068873133252e+01,5.000000000000000000e-01,5.832400062084197998e+02
2.640000000000000000e+02,1.292756075347226101e+02,7.605381039002338639e+01,5.000000000000000000e-01,5.878746030330657959e+02
2.650000000000000000e+02,1.128833595905232983e+02,7.605773723543005360e+01,5.000000000000000000e-01,5.923398101329803467e+02
2.660000000000000000e+02,8.581289090870248515e+01,7.606585018321257508e+01,5.000000000000000000e-01,5.967703008651733398e+02
2.670000000000000000e+02,1.159075584586159380e+02,7.607834119710010157e+01,5.000000000000000000e-01,5.999638199806213379e+02
2.680000000000000000e+02,1.299722190324055191e+02,7.609715993576332949e+01,5.000000000000000000e-01,6.032093570232391357e+02
2.690000000000000000e+02,1.076396341482670920e+02,7.611905264502482282e+01,5.000000000000000000e-01,6.065464200973510742e+02
2.700000000000000000e+02,1.381905461741370686e+02,7.613421381482125128e+01,5.000000000000000000e-01,6.098480350971221924e+02
2.710000000000000000e+02,1.351161685130513206e+02,7.615392595170982304e+01,5.000000000000000000e-01,6.129046690464019775e+02
2.720000000000000000e+02,1.231903076665544745e+02,7.617877734004669321e+01,5.000000000000000000e-01,6.164817841053009033e+02
2.730000000000000000e+02,1.226208910934226708e+02,7.621266600424539206e+01,5.000000000000000000e-01,6.196184771060943604e+02
2.740000000000000000e+02,1.467830490563268313e+02,7.625392843730287495e+01,5.000000000000000000e-01,6.229338331222534180e+02
2.750000000000000000e+02,9.486090430115010008e+01,7.629660468959528430e+01,5.000000000000000000e-01,6.258284900188446045e+02
2.760000000000000000e+02,1.068476697619500158e+02,7.633349279745750948e+01,5.000000000000000000e-01,6.299412763118743896e+02
2.770000000000000000e+02,1.086473814514923788e+02,7.636406563737132558e+01,5.000000000000000000e-01,6.343474340438842773e+02
2.780000000000000000e+02,9.866802946546259534e+01,7.638678153753015465e+01,5.000000000000000000e-01,6.380617060661315918e+02
2.790000000000000000e+02,1.423604733043447936e+02,7.641042534432783384e+01,5.000000000000000000e-01,6.418218960762023926e+02
2.800000000000000000e+02,1.381494773409044683e+02,7.643633127675650485e+01,5.000000000000000000e-01,6.459847962856292725e+02
2.810000000000000000e+02,1.445441225561801275e+02,7.645996796751741442e+01,5.000000000000000000e-01,6.496940701007843018e+02
2.820000000000000000e+02,1.192815136385015080e+02,7.649202093306273298e+01,5.000000000000000000e-01,6.535276350975036621e+02
2.830000000000000000e+02,1.153451604720122958e+02,7.651427145016090492e+01,5.000000000000000000e-01,6.575956780910491943e+02
2.840000000000000000e+02,7.851796140927424972e+01,7.654002680236423828e+01,5.000000000000000000e-01,6.610736510753631592e+02
2.850000000000000000e+02,8.240081190169669867e+01,7.656316433718887993e+01,5.000000000000000000e-01,6.655751810073852539e+02
2.860000000000000000e+02,1.269821927146229541e+02,7.658311560719799616e+01,5.000000000000000000e-01,6.683016321659088135e+02
2.870000000000000000e+02,1.192432037576081996e+02,7.659476213823363366e+01,5.000000000000000000e-01,6.710639622211456299e+02
2.880000000000000000e+02,6.573378059079277591e+01,7.660773835980749880e+01,5.000000000000000000e-01,6.737139849662780762e+02
2.890000000000000000e+02,8.250455836447963520e+01,7.661763276046958993e+01,5.000000000000000000e-01,6.761714301109313965e+02
2.900000000000000000e+02,1.189089875059278398e+02,7.662296320795081783e+01,5.000000000000000000e-01,6.785990662574768066e+02
2.910000000000000000e+02,1.095500325239579809e+02,7.663110085534330551e+01,5.000000000000000000e-01,6.811113491058349609e+02
2.920000000000000000e+02,1.170655920077863783e+02,7.663138960354089591e+01,5.000000000000000000e-01,6.844997889995574951e+02
2.930000000000000000e+02,1.196523389728235145e+02,7.663092740004222492e+01,5.000000000000000000e-01,6.879714529514312744e+02
2.940000000000000000e+02,1.056167757243365628e+02,7.662365315487993200e+01,5.000000000000000000e-01,6.912252731323242188e+02
2.950000000000000000e+02,9.091345141628809756e+01,7.661633974458963792e+01,5.000000000000000000e-01,6.943906550407409668e+02
2.960000000000000000e+02,9.955028496950205863e+01,7.661006241796131633e+01,5.000000000000000000e-01,6.976854259967803955e+02
2.970000000000000000e+02,1.137405862308448548e+02,7.660759356096338024e+01,5.000000000000000000e-01,7.010595152378082275e+02
2.980000000000000000e+02,1.020579597459985166e+02,7.660549691529183747e+01,5.000000000000000000e-01,7.041264309883117676e+02
2.990000000000000000e+02,9.700508043027309668e+01,7.660293636457119248e+01,5.000000000000000000e-01,7.074516930580139160e+02
3.000000000000000000e+02,9.627590576060818250e+01,7.660894743455357059e+01,5.000000000000000000e-01,7.109612431526184082e+02
3.010000000000000000e+02,1.309583326746846694e+02,7.661656834839976682e+01,5.000000000000000000e-01,7.143568089008331299e+02
3.020000000000000000e+02,1.008467312729945320e+02,7.662435165550522242e+01,5.000000000000000000e-01,7.176057779788970947e+02
3.030000000000000000e+02,7.833432892352035992e+01,7.663863785267359674e+01,5.000000000000000000e-01,7.203062710762023926e+02
3.040000000000000000e+02,1.043506951201227366e+02,7.665052807962462111e+01,5.000000000000000000e-01,7.238501000404357910e+02
3.050000000000000000e+02,9.268888046676710246e+01,7.666013216262777519e+01,5.000000000000000000e-01,7.270763680934906006e+02
3.060000000000000000e+02,1.010438698357436635e+02,7.666074468875015668e+01,5.000000000000000000e-01,7.300853471755981445e+02
3.070000000000000000e+02,8.140168636140035119e+01,7.665775032669330358e+01,5.000000000000000000e-01,7.332545700073242188e+02
3.080000000000000000e+02,1.137463486825919006e+02,7.665110372618264023e+01,5.000000000000000000e-01,7.359854452610015869e+02
3.090000000000000000e+02,8.419608369927857439e+01,7.664564492625525816e+01,5.000000000000000000e-01,7.389052150249481201e+02
3.100000000000000000e+02,1.067939101566922204e+02,7.664127703754047616e+01,5.000000000000000000e-01,7.416653540134429932e+02
3.110000000000000000e+02,1.065811357195123037e+02,7.664217559429955884e+01,5.000000000000000000e-01,7.444697620868682861e+02
3.120000000000000000e+02,8.906453960208860110e+01,7.664241017208271955e+01,5.000000000000000000e-01,7.476295008659362793e+02
3.130000000000000000e+02,9.522504397442081370e+01,7.663850829016688238e+01,5.000000000000000000e-01,7.507818732261657715e+02
3.140000000000000000e+02,1.361236537690462001e+02,7.664393974720810832e+01,5.000000000000000000e-01,7.539533519744873047e+02
3.150000000000000000e+02,9.997613720194873110e+01,7.664901895219259131e+01,5.000000000000000000e-01,7.566210732460021973e+02
3.160000000000000000e+02,7.208884381326006974e+01,7.665738248818854572e+01,5.000000000000000000e-01,7.596013519763946533e+02
3.170000000000000000e+02,1.076807258802674880e+02,7.666918336881056462e+01,5.000000000000000000e-01,7.625424621105194092e+02
3.180000000000000000e+02,7.755610330501266958e+01,7.667827901090416276e+01,5.000000000000000000e-01,7.654713881015777588e+02
3.190000000000000000e+02,9.074019945884327853e+01,7.669038999863178674e+01,5.000000000000000000e-01,7.682922050952911377e+02
3.200000000000000000e+02,1.013443020535072350e+02,7.671102296344561466e+01,5.000000000000000000e-01,7.712176342010498047e+02
3.210000000000000000e+02,1.053917655625762393e+02,7.672900755413476759e+01,5.000000000000000000e-01,7.740938911437988281e+02
3.220000000000000000e+02,1.257580492054151051e+02,7.675983520000146143e+01,5.000000000000000000e-01,7.769276139736175537e+02
3.230000000000000000e+02,4.553645375033088527e+01,7.678944765534274097e+01,5.000000000000000000e-01,7.797617871761322021e+02
3.240000000000000000e+02,7.282185700524655658e+01,7.681908084175320539e+01,5.000000000000000000e-01,7.826802780628204346e+02
3.250000000000000000e+02,7.491419117944381867e+01,7.685006213907561801e+01,5.000000000000000000e-01,7.856744620800018311e+02
3.260000000000000000e+02,9.250249988547135160e+01,7.687461862841236382e+01,5.000000000000000000e-01,7.886712441444396973e+02
3.270000000000000000e+02,6.301440677317491179e+01,7.689137514950901675e+01,5.000000000000000000e-01,7.916687841415405273e+02
3.280000000000000000e+02,9.224692459705606495e+01,7.690536289519114632e+01,5.000000000000000000e-01,7.947392361164093018e+02
3.290000000000000000e+02,6.220650902180517505e+01,7.692657621593787098e+01,5.000000000000000000e-01,7.977302672863006592e+02
3.300000000000000000e+02,1.018918965162257280e+02,7.694527282431478454e+01,5.000000000000000000e-01,8.007423150539398193e+02
3.310000000000000000e+02,8.203857604262536540e+01,7.696271790236225741e+01,5.000000000000000000e-01,8.032597372531890869e+02
3.320000000000000000e+02,9.670956685340195236e+01,7.697898667543931595e+01,5.000000000000000000e-01,8.063156821727752686e+02
3.330000000000000000e+02,9.813099125516458798e+01,7.699636190032890681e+01,5.000000000000000000e-01,8.094984691143035889e+02
3.340000000000000000e+02,7.005876807880227375e+01,7.701017590966233684e+01,5.000000000000000000e-01,8.127536940574645996e+02
3.350000000000000000e+02,8.071497836464892828e+01,7.702003204319623819e+01,5.000000000000000000e-01,8.158290760517120361e+02
3.360000000000000000e+02,8.527820910236160046e+01,7.703054180018978059e+01,5.000000000000000000e-01,8.189875121116638184e+02
3.370000000000000000e+02,9.063788342105074491e+01,7.703948033998841538e+01,5.000000000000000000e-01,8.221794519424438477e+02
3.380000000000000000e+02,9.722933175955913043e+01,7.705029910039586127e+01,5.000000000000000000e-01,8.254023680686950684e+02
3.390000000000000000e+02,8.913698683248031784e+01,7.706547217759818125e+01,5.000000000000000000e-01,8.286199219226837158e+02
3.400000000000000000e+02,8.705995853307274501e+01,7.708070279569845695e+01,5.000000000000000000e-01,8.316966311931610107e+02
3.410000000000000000e+02,7.875140988707404688e+01,7.709768807865512485e+01,5.000000000000000000e-01,8.350557560920715332e+02
3.420000000000000000e+02,9.336305876541456428e+01,7.710754677032963400e+01,5.000000000000000000e-01,8.384078180789947510e+02
3.430000000000000000e+02,1.612117905111409186e+02,7.712259492774302316e+01,5.000000000000000000e-01,8.414737880229949951e+02
3.440000000000000000e+02,7.175724618502587759e+01,7.713183447392478342e+01,5.000000000000000000e-01,8.439274439811706543e+02
3.450000000000000000e+02,7.528184567007794215e+01,7.713759773781102069e+01,5.000000000000000000e-01,8.466532101631164551e+02
3.460000000000000000e+02,6.695696905421823431e+01,7.713878725996339369e+01,5.000000000000000000e-01,8.492553422451019287e+02
3.470000000000000000e+02,9.287063146495157184e+01,7.713736420392453397e+01,5.000000000000000000e-01,8.517971980571746826e+02
3.480000000000000000e+02,4.430591341390538673e+01,7.713883085058033373e+01,5.000000000000000000e-01,8.539813802242279053e+02
3.490000000000000000e+02,1.041550062928202465e+02,7.714280106664726588e+01,5.000000000000000000e-01,8.561356379985809326e+02
3.500000000000000000e+02,9.070089622148444164e+01,7.714549833873901719e+01,5.000000000000000000e-01,8.583170182704925537e+02
3.510000000000000000e+02,5.957821985441748325e+01,7.714343047033536038e+01,5.000000000000000000e-01,8.606859099864959717e+02
3.520000000000000000e+02,8.342187385866503746e+01,7.714029710771171722e+01,5.000000000000000000e-01,8.635412333011627197e+02
3.530000000000000000e+02,8.963658645125477165e+01,7.713712117553647829e+01,5.000000000000000000e-01,8.662649130821228027e+02
3.540000000000000000e+02,1.101742217904218535e+02,7.713518399502562772e+01,5.000000000000000000e-01,8.693649458885192871e+02
3.550000000000000000e+02,7.209105727563131438e+01,7.713086203821826814e+01,5.000000000000000000e-01,8.719759941101074219e+02
3.560000000000000000e+02,5.789944271754133354e+01,7.712064256058096134e+01,5.000000000000000000e-01,8.744051342010498047e+02
3.570000000000000000e+02,8.799680540660730799e+01,7.710673503340784407e+01,5.000000000000000000e-01,8.770056278705596924e+02
3.580000000000000000e+02,6.624591922633699426e+01,7.710137564963208945e+01,5.000000000000000000e-01,8.796434519290924072e+02
3.590000000000000000e+02,6.841097733126338198e+01,7.710394960648922336e+01,5.000000000000000000e-01,8.819873301982879639e+02
3.600000000000000000e+02,7.859595706004139970e+01,7.711079249251105239e+01,5.000000000000000000e-01,8.844005720615386963e+02
3.610000000000000000e+02,5.561122251908674485e+01,7.711422592589374858e+01,5.000000000000000000e-01,8.867772102355957031e+02
3.620000000000000000e+02,8.404390008302911497e+01,7.712019514500663320e+01,5.000000000000000000e-01,8.892439060211181641e+02
3.630000000000000000e+02,8.686008379916677313e+01,7.712055025153628662e+01,5.000000000000000000e-01,8.918624079227447510e+02
3.640000000000000000e+02,7.756894344389786511e+01,7.712556416721625396e+01,5.000000000000000000e-01,8.943159589767456055e+02
3.650000000000000000e+02,8.550216957449487154e+01,7.712965551136537101e+01,5.000000000000000000e-01,8.966725611686706543e+02
3.660000000000000000e+02,9.361504266641466643e+01,7.713804690544280618e+01,5.000000000000000000e-01,8.989744560718536377e+02
3.670000000000000000e+02,7.343957842664514146e+01,7.714506069300325919e+01,5.000000000000000000e-01,9.011399180889129639e+02
3.680000000000000000e+02,7.145254772358850914e+01,7.715506172793841699e+01,5.000000000000000000e-01,9.032313210964202881e+02
3.690000000000000000e+02,7.260922199287071521e+01,7.716486784743851501e+01,5.000000000000000000e-01,9.054800970554351807e+02
3.700000000000000000e+02,6.242869367074063547e+01,7.717088207941640121e+01,5.000000000000000000e-01,9.077363991737365723e+02
3.710000000000000000e+02,7.903766622086359916e+01,7.717467785846656625e+01,5.000000000000000000e-01,9.100385360717773438e+02
3.720000000000000000e+02,9.358207026868390699e+01,7.717719618013350669e+01,5.000000000000000000e-01,9.122421810626983643e+02
3.730000000000000000e+02,8.006363740591267231e+01,7.717815046268722767e+01,5.000000000000000000e-01,9.144761312007904053e+02
3.740000000000000000e+02,8.887273016275423743e+01,7.717487172877508783e+01,5.000000000000000000e-01,9.167142140865325928e+02
3.750000000000000000e+02,7.531568869330148175e+01,7.717432897348004417e+01,5.000000000000000000e-01,9.190080282688140869e+02
3.760000000000000000e+02,9.361927890562527921e+01,7.718813567934732589e+01,5.000000000000000000e-01,9.213055381774902344e+02
3.770000000000000000e+02,6.776141141851920224e+01,7.718912890945460958e+01,5.000000000000000000e-01,9.234767439365386963e+02
3.780000000000000000e+02,7.635894058244312532e+01,7.718460636395434449e+01,5.000000000000000000e-01,9.257192780971527100e+02
3.790000000000000000e+02,8.522323940683411081e+01,7.718359084947957172e+01,5.000000000000000000e-01,9.279220440387725830e+02
3.800000000000000000e+02,7.752823191378631407e+01,7.719337985735448626e+01,5.000000000000000000e-01,9.301734480857849121e+02
3.810000000000000000e+02,6.919724459125670535e+01,7.721325268049226054e+01,5.000000000000000000e-01,9.323888330459594727e+02
3.820000000000000000e+02,7.503691563561800137e+01,7.723890527794689831e+01,5.000000000000000000e-01,9.348178560733795166e+02
3.830000000000000000e+02,4.327233549215398511e+01,7.725829995810023831e+01,5.000000000000000000e-01,9.371667590141296387e+02
3.840000000000000000e+02,6.408569071209620915e+01,7.727393763016556250e+01,5.000000000000000000e-01,9.395428092479705811e+02
3.850000000000000000e+02,5.068888411247112202e+01,7.728819704053179862e+01,5.000000000000000000e-01,9.418159649372100830e+02
3.860000000000000000e+02,6.116803672386315327e+01,7.730184030080326352e+01,5.000000000000000000e-01,9.441040639877319336e+02
3.870000000000000000e+02,5.759203338953795992e+01,7.731281009568823492e+01,5.000000000000000000e-01,9.464472739696502686e+02
3.880000000000000000e+02,8.295940391305242656e+01,7.731784086549990320e+01,5.000000000000000000e-01,9.487330582141876221e+02
3.890000000000000000e+02,6.185295053592273007e+01,7.731685011918082751e+01,5.000000000000000000e-01,9.512204339504241943e+02
3.900000000000000000e+02,5.868162777683939879e+01,7.731216298484653748e+01,5.000000000000000000e-01,9.535371651649475098e+02
3.910000000000000000e+02,7.136548837151860880e+01,7.730433563870306557e+01,5.000000000000000000e-01,9.557356112003326416e+02
3.920000000000000000e+02,6.565993992851926464e+01,7.729290641404730877e+01,5.000000000000000000e-01,9.579650571346282959e+02
3.930000000000000000e+02,5.596751244567456496e+01,7.728287820700865041e+01,5.000000000000000000e-01,9.601763572692871094e+02
3.940000000000000000e+02,6.837470912897472886e+01,7.727097200625941298e+01,5.000000000000000000e-01,9.623104021549224854e+02
3.950000000000000000e+02,4.758462245723604411e+01,7.725020678295562959e+01,5.000000000000000000e-01,9.645571770668029785e+02
3.960000000000000000e+02,6.966173690804001239e+01,7.723309292713970819e+01,5.000000000000000000e-01,9.667753221988677979e+02
3.970000000000000000e+02,8.021327206309044300e+01,7.721619235705090034e+01,5.000000000000000000e-01,9.690284161567687988e+02
3.980000000000000000e+02,5.548230195459542813e+01,7.719827296635806135e+01,5.000000000000000000e-01,9.712641260623931885e+02
3.990000000000000000e+02,6.480668767313709111e+01,7.717905761609253545e+01,5.000000000000000000e-01,9.734053890705108643e+02
4.000000000000000000e+02,6.640761660429093638e+01,7.716485936926791567e+01,2.500000000000000000e-01,9.755855071544647217e+02
4.010000000000000000e+02,6.535895776996436268e+01,7.715848983956286133e+01,2.500000000000000000e-01,9.778481750488281250e+02
4.020000000000000000e+02,7.207471896102724429e+01,7.714924876514292862e+01,2.500000000000000000e-01,9.801769800186157227e+02
4.030000000000000000e+02,4.412845574930094017e+01,7.714395696555975235e+01,2.500000000000000000e-01,9.825581870079040527e+02
4.040000000000000000e+02,5.439479034321029616e+01,7.714076863777553683e+01,2.500000000000000000e-01,9.848574211597442627e+02
4.050000000000000000e+02,4.655785198268077352e+01,7.713754219516005151e+01,2.500000000000000000e-01,9.871053071022033691e+02
4.060000000000000000e+02,5.787244338976323377e+01,7.713395835215089846e+01,2.500000000000000000e-01,9.894742150306701660e+02
4.070000000000000000e+02,6.603798455267767054e+01,7.713050459790005675e+01,2.500000000000000000e-01,9.917947971820831299e+02
4.080000000000000000e+02,5.727779014580681860e+01,7.712859266705623895e+01,2.500000000000000000e-01,9.942698209285736084e+02
4.090000000000000000e+02,6.480819783658989763e+01,7.712944845659657744e+01,2.500000000000000000e-01,9.965323371887207031e+02
4.100000000000000000e+02,5.934802553617878829e+01,7.712854967684636165e+01,2.500000000000000000e-01,9.987420020103454590e+02
4.110000000000000000e+02,4.665258233234418128e+01,7.712426397412424706e+01,2.500000000000000000e-01,1.001030971288681030e+03
4.120000000000000000e+02,5.393959318040808171e+01,7.711965009259868964e+01,2.500000000000000000e-01,1.003424305200576782e+03
4.130000000000000000e+02,5.380842914947977818e+01,7.711338109341244262e+01,2.500000000000000000e-01,1.005786046981811523e+03
4.140000000000000000e+02,4.378861620955005662e+01,7.710871496030964067e+01,2.500000000000000000e-01,1.008329059123992920e+03
4.150000000000000000e+02,6.777322632515554801e+01,7.710236087413979078e+01,2.500000000000000000e-01,1.010797377109527588e+03
4.160000000000000000e+02,5.241543325886772209e+01,7.709585990258764809e+01,2.500000000000000000e-01,1.013148034095764160e+03
4.170000000000000000e+02,6.981435536532724484e+01,7.709068963785088613e+01,2.500000000000000000e-01,1.015711977958679199e+03
4.180000000000000000e+02,5.953944690244000526e+01,7.708855018015067628e+01,2.500000000000000000e-01,1.018451131105422974e+03
4.190000000000000000e+02,6.430383542178746836e+01,7.708704417984777990e+01,2.500000000000000000e-01,1.021039781093597412e+03
4.200000000000000000e+02,6.138360342731975550e+01,7.708748716342019236e+01,2.500000000000000000e-01,1.023481751203536987e+03
4.210000000000000000e+02,6.995837742539383441e+01,7.709020706447235227e+01,2.500000000000000000e-01,1.026547503232955933e+03
4.220000000000000000e+02,5.225741294471731635e+01,7.709614996296816969e+01,2.500000000000000000e-01,1.029569052934646606e+03
4.230000000000000000e+02,8.992298328253514228e+01,7.710242763166321822e+01,2.500000000000000000e-01,1.032314325094223022e+03
4.240000000000000000e+02,5.219431251517148951e+01,7.710994568505613245e+01,2.500000000000000000e-01,1.034816148996353149e+03
4.250000000000000000e+02,6.972299549093614246e+01,7.711847954826586715e+01,2.500000000000000000e-01,1.037291306972503662e+03
4.260000000000000000e+02,5.050735500228388020e+01,7.712667853553212183e+01,2.500000000000000000e-01,1.039909345149993896e+03
4.270000000000000000e+02,5.806170903401289962e+01,7.713413316392146157e+01,2.500000000000000000e-01,1.042277207136154175e+03
4.280000000000000000e+02,6.771898491534507514e+01,7.714003994536537334e+01,2.500000000000000000e-01,1.044533319950103760e+03
4.290000000000000000e+02,7.008546494409090144e+01,7.714527033851507554e+01,2.500000000000000000e-01,1.046732402086257935e+03
4.300000000000000000e+02,4.938654528696378065e+01,7.714886313399595963e+01,2.500000000000000000e-01,1.048989036083221436e+03
4.310000000000000000e+02,6.626853270477346314e+01,7.715219703139156593e+01,2.500000000000000000e-01,1.051215847969055176e+03
4.320000000000000000e+02,6.550410332514121592e+01,7.715626596084211997e+01,2.500000000000000000e-01,1.053419996976852417e+03
4.330000000000000000e+02,5.513858864937726878e+01,7.715881265394159527e+01,2.500000000000000000e-01,1.055729401111602783e+03
4.340000000000000000e+02,5.548036386609607007e+01,7.715967675728134623e+01,2.500000000000000000e-01,1.058011999130249023e+03
4.350000000000000000e+02,7.938806130982065667e+01,7.716155186845554681e+01,2.500000000000000000e-01,1.060154724121093750e+03
4.360000000000000000e+02,5.539109107865758119e+01,7.716181661287002669e+01,2.500000000000000000e-01,1.062270757198333740e+03
4.370000000000000000e+02,6.764424641117886949e+01,7.716136525460390772e+01,2.500000000000000000e-01,1.064493243217468262e+03
4.380000000000000000e+02,7.309176256320864695e+01,7.716098274747407970e+01,2.500000000000000000e-01,1.066691880941390991e+03
4.390000000000000000e+02,5.534888560922661327e+01,7.716327789592885722e+01,2.500000000000000000e-01,1.068893197059631348e+03
4.400000000000000000e+02,7.705832866874516185e+01,7.716410257934336414e+01,2.500000000000000000e-01,1.071063813209533691e+03
4.410000000000000000e+02,5.473830802995431810e+01,7.716131108380868397e+01,2.500000000000000000e-01,1.073222280979156494e+03
4.420000000000000000e+02,5.670511796772365187e+01,7.715524276194385322e+01,2.500000000000000000e-01,1.075483693122863770e+03
4.430000000000000000e+02,6.426728886895455162e+01,7.714677875105185478e+01,2.500000000000000000e-01,1.077651362180709839e+03
4.440000000000000000e+02,6.662663039462174197e+01,7.713681164425854320e+01,2.500000000000000000e-01,1.079733091115951538e+03
4.450000000000000000e+02,5.026268237320287824e+01,7.712754888436116119e+01,2.500000000000000000e-01,1.081843018054962158e+03
4.460000000000000000e+02,5.653092449910651851e+01,7.712365767269450600e+01,2.500000000000000000e-01,1.083965804100036621e+03
4.470000000000000000e+02,6.278023903308461229e+01,7.712094778530324390e+01,2.500000000000000000e-01,1.086148020029067993e+03
4.480000000000000000e+02,6.790130528217261485e+01,7.711633579405837224e+01,2.500000000000000000e-01,1.088326977014541626e+03
4.490000000000000000e+02,6.466164008812467046e+01,7.711455782158581940e+01,2.500000000000000000e-01,1.090456312179565430e+03
4.500000000000000000e+02,5.131361861359442855e+01,7.711278097809491783e+01,2.500000000000000000e-01,1.092595783948898315e+03
4.510000000000000000e+02,5.421445523132059918e+01,7.710967244024935496e+01,2.500000000000000000e-01,1.094834890127182007e+03
4.520000000000000000e+02,5.464202199744174493e+01,7.710496711504454481e+01,2.500000000000000000e-01,1.097044582128524780e+03
4.530000000000000000e+02,4.535228515724900689e+01,7.710599252018072036e+01,2.500000000000000000e-01,1.099194664001464844e+03
4.540000000000000000e+02,5.420446156678794125e+01,7.710951672576904059e+01,2.500000000000000000e-01,1.101339607000350952e+03
4.550000000000000000e+02,5.431749936436220594e+01,7.711564168176779788e+01,2.500000000000000000e-01,1.103555346012115479e+03
4.560000000000000000e+02,6.217273425186799329e+01,7.712204452501234186e+01,2.500000000000000000e-01,1.105732877016067505e+03
4.570000000000000000e+02,4.974836256232931930e+01,7.712624029242624601e+01,2.500000000000000000e-01,1.107955806970596313e+03
4.580000000000000000e+02,3.485296567866892303e+01,7.713196929661233980e+01,2.500000000000000000e-01,1.110161431074142456e+03
4.590000000000000000e+02,3.729274647531034503e+01,7.713696742808686224e+01,2.500000000000000000e-01,1.112366758108139038e+03
4.600000000000000000e+02,5.659817155633963637e+01,7.713974699618739805e+01,2.500000000000000000e-01,1.114683634042739868e+03
4.610000000000000000e+02,5.456494203015610367e+01,7.714587949336544170e+01,2.500000000000000000e-01,1.116936691999435425e+03
4.620000000000000000e+02,5.574643093065847665e+01,7.714775595823253695e+01,2.500000000000000000e-01,1.119131087064743042e+03
4.630000000000000000e+02,5.816615093473201625e+01,7.714717946278007332e+01,2.500000000000000000e-01,1.121319815874099731e+03
4.640000000000000000e+02,5.249176531663547962e+01,7.714654303750191389e+01,2.500000000000000000e-01,1.123560974121093750e+03
