# step , loss function , Y0 , learning rate , running time
7.400000000000000000e+01,5.789274580101443917e+02,4.631377296087450190e+01,1.000000000000000000e+00,2.170007512569427490e+02
7.500000000000000000e+01,8.727748027271411502e+02,4.677288743612231059e+01,1.000000000000000000e+00,2.186363530158996582e+02
7.600000000000000000e+01,8.399974926564218549e+02,4.722808228578095679e+01,1.000000000000000000e+00,2.202267630100250244e+02
7.700000000000000000e+01,8.390773055968467133e+02,4.769700000258852413e+01,1.000000000000000000e+00,2.218620691299438477e+02
7.800000000000000000e+01,6.564661348757902033e+02,4.817294504437978020e+01,1.000000000000000000e+00,2.234786291122436523e+02
7.900000000000000000e+01,8.772357987857463968e+02,4.863053736334077826e+01,1.000000000000000000e+00,2.250973849296569824e+02
8.000000000000000000e+01,5.721716355112407655e+02,4.908198203375778945e+01,1.000000000000000000e+00,2.266767930984497070e+02
8.100000000000000000e+01,5.441584443206830883e+02,4.952569180025616902e+01,1.000000000000000000e+00,2.282854521274566650e+02
8.200000000000000000e+01,4.183016259233426126e+02,4.996067450757289663e+01,1.000000000000000000e+00,2.298808529376983643e+02
8.300000000000000000e+01,6.132953388618772124e+02,5.038237363965247795e+01,1.000000000000000000e+00,2.315198500156402588e+02
8.400000000000000000e+01,5.760627782217987942e+02,5.078525204399321780e+01,1.000000000000000000e+00,2.331407260894775391e+02
8.500000000000000000e+01,5.208340382324342954e+02,5.118554475279758975e+01,1.000000000000000000e+00,2.347462642192840576e+02
8.600000000000000000e+01,6.492625120413988498e+02,5.158716122061021281e+01,1.000000000000000000e+00,2.363834760189056396e+02
8.700000000000000000e+01,7.175305779914891673e+02,5.197682233501184612e+01,1.000000000000000000e+00,2.379973530769348145e+02
8.800000000000000000e+01,5.623444093485429676e+02,5.236537601041438705e+01,1.000000000000000000e+00,2.395798289775848389e+02
8.900000000000000000e+01,4.929030802048470150e+02,5.273908620683153714e+01,1.000000000000000000e+00,2.412189822196960449e+02
9.000000000000000000e+01,6.382928443655204092e+02,5.308440541356949893e+01,1.000000000000000000e+00,2.428328602313995361e+02
9.100000000000000000e+01,4.145747743988447382e+02,5.342803809122405312e+01,1.000000000000000000e+00,2.444817039966583252e+02
9.200000000000000000e+01,5.945303849246224672e+02,5.377561536268925124e+01,1.000000000000000000e+00,2.461496109962463379e+02
9.300000000000000000e+01,5.261349661472753496e+02,5.414525375890031711e+01,1.000000000000000000e+00,2.477731361389160156e+02
9.400000000000000000e+01,4.821385615332687848e+02,5.451899135037572108e+01,1.000000000000000000e+00,2.493693461418151855e+02
9.500000000000000000e+01,3.994568541128874131e+02,5.490361302079000438e+01,1.000000000000000000e+00,2.516053318977355957e+02
9.600000000000000000e+01,4.883469916944160332e+02,5.528687021910059940e+01,1.000000000000000000e+00,2.536250751018524170e+02
9.700000000000000000e+01,5.098910179132107032e+02,5.567938605834227417e+01,1.000000000000000000e+00,2.552360441684722900e+02
9.800000000000000000e+01,5.410749217535089883e+02,5.606438514670843176e+01,1.000000000000000000e+00,2.568493099212646484e+02
9.900000000000000000e+01,4.167430634745926454e+02,5.644553766658355443e+01,1.000000000000000000e+00,2.584601140022277832e+02
1.000000000000000000e+02,3.548626581581423807e+02,5.681200328072328176e+01,1.000000000000000000e+00,2.601199700832366943e+02
1.010000000000000000e+02,3.966974895977137976e+02,5.716211637607079155e+01,1.000000000000000000e+00,2.617489190101623535e+02
1.020000000000000000e+02,4.447735273373597238e+02,5.750976365283791836e+01,1.000000000000000000e+00,2.633724470138549805e+02
1.030000000000000000e+02,3.684926518535810942e+02,5.784358493556803182e+01,1.000000000000000000e+00,2.650376992225646973e+02
1.040000000000000000e+02,3.529603474087352879e+02,5.816508826230065665e+01,1.000000000000000000e+00,2.669973151683807373e+02
1.050000000000000000e+02,4.943853894013386707e+02,5.848311441038890734e+01,1.000000000000000000e+00,2.687007250785827637e+02
1.060000000000000000e+02,4.114425178901573190e+02,5.879563778397780993e+01,1.000000000000000000e+00,2.704487349987030029e+02
1.070000000000000000e+02,4.025479724707719242e+02,5.909313348196798898e+01,1.000000000000000000e+00,2.723575549125671387e+02
1.080000000000000000e+02,3.503602280029878671e+02,5.940358288479211524e+01,1.000000000000000000e+00,2.740171980857849121e+02
1.090000000000000000e+02,2.896817075109864845e+02,5.971874980797834809e+01,1.000000000000000000e+00,2.756722750663757324e+02
1.100000000000000000e+02,4.067469932182943921e+02,6.003310941508446064e+01,1.000000000000000000e+00,2.774612901210784912e+02
1.110000000000000000e+02,4.909636641767132232e+02,6.035053253088776870e+01,1.000000000000000000e+00,2.793161821365356445e+02
1.120000000000000000e+02,3.945184149816866466e+02,6.067260031351314353e+01,1.000000000000000000e+00,2.809938261508941650e+02
1.130000000000000000e+02,3.479392715942228733e+02,6.098181844856784295e+01,1.000000000000000000e+00,2.826158761978149414e+02
1.140000000000000000e+02,3.616225062576008895e+02,6.128985423798904009e+01,1.000000000000000000e+00,2.842638709545135498e+02
1.150000000000000000e+02,2.498093179547178693e+02,6.158566786658031589e+01,1.000000000000000000e+00,2.859995210170745850e+02
1.160000000000000000e+02,4.134953995988572615e+02,6.186315130763306058e+01,1.000000000000000000e+00,2.877706811428070068e+02
1.170000000000000000e+02,4.925656621586833808e+02,6.214766290486244316e+01,1.000000000000000000e+00,2.895866839885711670e+02
1.180000000000000000e+02,4.872892066377237370e+02,6.241482038241340291e+01,1.000000000000000000e+00,2.914249970912933350e+02
1.190000000000000000e+02,3.371847295590415570e+02,6.267333853659467735e+01,1.000000000000000000e+00,2.930211372375488281e+02
1.200000000000000000e+02,3.953345348941068096e+02,6.292210799330813131e+01,1.000000000000000000e+00,2.946240651607513428e+02
1.210000000000000000e+02,4.345587113125407086e+02,6.315413814702351658e+01,1.000000000000000000e+00,2.962938320636749268e+02
1.220000000000000000e+02,3.636775110506120541e+02,6.338675176950537349e+01,1.000000000000000000e+00,2.979880461692810059e+02
1.230000000000000000e+02,3.187071667339097871e+02,6.362936322191293925e+01,1.000000000000000000e+00,2.996947462558746338e+02
1.240000000000000000e+02,4.814240093837275367e+02,6.387613330813698553e+01,1.000000000000000000e+00,3.013943932056427002e+02
1.250000000000000000e+02,3.317549114361393094e+02,6.414561314087903554e+01,1.000000000000000000e+00,3.029876952171325684e+02
1.260000000000000000e+02,2.766337002893428689e+02,6.439902810874032468e+01,1.000000000000000000e+00,3.046174960136413574e+02
1.270000000000000000e+02,2.691710340131061230e+02,6.462893337930113091e+01,1.000000000000000000e+00,3.062106091976165771e+02
1.280000000000000000e+02,2.724232321250020732e+02,6.485118926478813250e+01,1.000000000000000000e+00,3.078071291446685791e+02
1.290000000000000000e+02,1.923893525717642206e+02,6.507457500091550173e+01,1.000000000000000000e+00,3.094436221122741699e+02
1.300000000000000000e+02,4.353534852865730045e+02,6.529044355178811543e+01,1.000000000000000000e+00,3.110813491344451904e+02
1.310000000000000000e+02,2.766469216004459781e+02,6.551267999207918535e+01,1.000000000000000000e+00,3.126855640411376953e+02
1.320000000000000000e+02,2.492808386132654732e+02,6.574740710515970932e+01,1.000000000000000000e+00,3.142942230701446533e+02
1.330000000000000000e+02,2.976686713479480204e+02,6.597946495355209606e+01,1.000000000000000000e+00,3.159085700511932373e+02
1.340000000000000000e+02,3.159790269095823874e+02,6.620684369643579714e+01,1.000000000000000000e+00,3.175079381465911865e+02
1.350000000000000000e+02,2.738325135361843650e+02,6.643778533846557366e+01,1.000000000000000000e+00,3.192738020420074463e+02
1.360000000000000000e+02,2.511576632324503180e+02,6.663499689934333503e+01,1.000000000000000000e+00,3.210878081321716309e+02
1.370000000000000000e+02,2.212528738007949869e+02,6.683649253313545557e+01,1.000000000000000000e+00,3.227104032039642334e+02
1.380000000000000000e+02,2.781610747167325144e+02,6.703637432879187941e+01,1.000000000000000000e+00,3.243175210952758789e+02
1.390000000000000000e+02,1.831039066132468065e+02,6.723200098533661162e+01,1.000000000000000000e+00,3.261767120361328125e+02
1.400000000000000000e+02,2.154035241594731929e+02,6.743101811229558962e+01,1.000000000000000000e+00,3.283364250659942627e+02
1.410000000000000000e+02,2.424471797058768914e+02,6.762377379877770522e+01,1.000000000000000000e+00,3.299602749347686768e+02
1.420000000000000000e+02,3.650485707864098686e+02,6.781225982462650848e+01,1.000000000000000000e+00,3.315825810432434082e+02
1.430000000000000000e+02,3.134851220104643517e+02,6.800299968574663012e+01,1.000000000000000000e+00,3.331979031562805176e+02
1.440000000000000000e+02,3.634160688574056621e+02,6.819822191559818236e+01,1.000000000000000000e+00,3.348392519950866699e+02
1.450000000000000000e+02,2.077261280196055679e+02,6.838794496525176214e+01,1.000000000000000000e+00,3.364526340961456299e+02
1.460000000000000000e+02,2.082530712116061977e+02,6.855808960108358008e+01,1.000000000000000000e+00,3.387704691886901855e+02
1.470000000000000000e+02,2.813525413542417937e+02,6.870560409708581062e+01,1.000000000000000000e+00,3.404944040775299072e+02
1.480000000000000000e+02,2.558108819882041018e+02,6.883581388845000504e+01,1.000000000000000000e+00,3.425434341430664062e+02
1.490000000000000000e+02,2.588486263574184250e+02,6.895981264447758008e+01,1.000000000000000000e+00,3.444149329662322998e+02
1.500000000000000000e+02,3.116680298871632431e+02,6.909076924229636063e+01,1.000000000000000000e+00,3.461450870037078857e+02
1.510000000000000000e+02,2.688307723409099026e+02,6.921555806922181375e+01,1.000000000000000000e+00,3.478792681694030762e+02
1.520000000000000000e+02,1.649018661713261054e+02,6.933533862328826558e+01,1.000000000000000000e+00,3.495732049942016602e+02
1.530000000000000000e+02,3.631479736132877179e+02,6.943853724214856982e+01,1.000000000000000000e+00,3.511785790920257568e+02
1.540000000000000000e+02,2.336388169125947343e+02,6.956119488390572769e+01,1.000000000000000000e+00,3.527668769359588623e+02
1.550000000000000000e+02,2.413836667210315454e+02,6.968366890536385938e+01,1.000000000000000000e+00,3.543712971210479736e+02
1.560000000000000000e+02,2.757057536555515753e+02,6.982118799086906336e+01,1.000000000000000000e+00,3.560068171024322510e+02
1.570000000000000000e+02,2.649113032507542584e+02,6.997322951081528686e+01,1.000000000000000000e+00,3.578181781768798828e+02
1.580000000000000000e+02,2.073951718129178232e+02,7.015381869251257285e+01,1.000000000000000000e+00,3.597392950057983398e+02
1.590000000000000000e+02,2.556026115451980445e+02,7.031673397525082692e+01,1.000000000000000000e+00,3.613647561073303223e+02
1.600000000000000000e+02,1.921473630352097075e+02,7.047327500207164519e+01,1.000000000000000000e+00,3.630719230175018311e+02
1.610000000000000000e+02,2.900820544906148371e+02,7.062758805095114667e+01,1.000000000000000000e+00,3.649247601032257080e+02
1.620000000000000000e+02,2.815807282209615892e+02,7.078820593185561449e+01,1.000000000000000000e+00,3.666163990497589111e+02
1.630000000000000000e+02,2.308933645793751452e+02,7.095200132203412124e+01,1.000000000000000000e+00,3.685300660133361816e+02
1.640000000000000000e+02,2.316482026549239492e+02,7.110829403509841029e+01,1.000000000000000000e+00,3.704752829074859619e+02
1.650000000000000000e+02,2.270710900514782509e+02,7.126805388827345666e+01,1.000000000000000000e+00,3.721392991542816162e+02
1.660000000000000000e+02,2.221080080012088445e+02,7.142216705549881794e+01,1.000000000000000000e+00,3.737612609863281250e+02
1.670000000000000000e+02,2.406093490681843150e+02,7.157835224173626898e+01,1.000000000000000000e+00,3.753799302577972412e+02
1.680000000000000000e+02,2.794760533661163890e+02,7.173417707342153449e+01,1.000000000000000000e+00,3.773877801895141602e+02
1.690000000000000000e+02,1.741589134891765980e+02,7.188564089633784704e+01,1.000000000000000000e+00,3.792362999916076660e+02
1.700000000000000000e+02,1.617003062664637412e+02,7.202558957473912926e+01,1.000000000000000000e+00,3.809754109382629395e+02
1.710000000000000000e+02,2.094575035788338937e+02,7.215853791462481581e+01,1.000000000000000000e+00,3.827276921272277832e+02
1.720000000000000000e+02,1.776415913077785547e+02,7.226998507557115659e+01,1.000000000000000000e+00,3.849015212059020996e+02
1.730000000000000000e+02,2.565365695361192593e+02,7.237708543025023289e+01,1.000000000000000000e+00,3.867399921417236328e+02
1.740000000000000000e+02,2.163188508277212918e+02,7.246305229904065470e+01,1.000000000000000000e+00,3.883826639652252197e+02
1.750000000000000000e+02,1.999354824091630007e+02,7.254901443302085795e+01,1.000000000000000000e+00,3.901489760875701904e+02
1.760000000000000000e+02,2.285362626236238555e+02,7.265077357462762109e+01,1.000000000000000000e+00,3.918368971347808838e+02
1.770000000000000000e+02,1.520562598811655448e+02,7.274379959222099501e+01,1.000000000000000000e+00,3.935777778625488281e+02
1.780000000000000000e+02,2.976659533641200142e+02,7.282940460306890884e+01,1.000000000000000000e+00,3.956955950260162354e+02
1.790000000000000000e+02,2.289076486504029901e+02,7.292177773082134706e+01,1.000000000000000000e+00,3.974619541168212891e+02
1.800000000000000000e+02,2.448130175964710702e+02,7.302896097941196274e+01,1.000000000000000000e+00,3.990703041553497314e+02
1.810000000000000000e+02,2.054397312077278741e+02,7.312552372875170192e+01,1.000000000000000000e+00,4.014229850769042969e+02
1.820000000000000000e+02,1.879847645931087925e+02,7.322636145237315475e+01,1.000000000000000000e+00,4.040521841049194336e+02
1.830000000000000000e+02,2.303734652193670343e+02,7.332637412544447386e+01,1.000000000000000000e+00,4.064322202205657959e+02
1.840000000000000000e+02,1.566314443622023873e+02,7.343168186167052625e+01,1.000000000000000000e+00,4.084491269588470459e+02
1.850000000000000000e+02,1.856117260362196077e+02,7.356039429096099980e+01,1.000000000000000000e+00,4.104470450878143311e+02
1.860000000000000000e+02,2.042285101870389497e+02,7.369217994352965206e+01,1.000000000000000000e+00,4.124291791915893555e+02
1.870000000000000000e+02,2.180425193800890611e+02,7.380842036491281988e+01,1.000000000000000000e+00,4.144396901130676270e+02
1.880000000000000000e+02,2.128536753545631655e+02,7.391890318735998733e+01,1.000000000000000000e+00,4.164486000537872314e+02
1.890000000000000000e+02,1.948210251794536703e+02,7.401414884253857451e+01,1.000000000000000000e+00,4.184601459503173828e+02
1.900000000000000000e+02,1.999152421045157837e+02,7.409534032759125921e+01,1.000000000000000000e+00,4.204868121147155762e+02
1.910000000000000000e+02,2.255369481978934232e+02,7.418829885499994248e+01,1.000000000000000000e+00,4.226616761684417725e+02
1.920000000000000000e+02,1.492256250697965925e+02,7.430109315534227221e+01,1.000000000000000000e+00,4.248131022453308105e+02
1.930000000000000000e+02,1.912503577444790892e+02,7.440020112778242378e+01,1.000000000000000000e+00,4.271140069961547852e+02
1.940000000000000000e+02,1.615698770275756715e+02,7.448791031445477984e+01,1.000000000000000000e+00,4.295259521007537842e+02
1.950000000000000000e+02,1.643835295248911166e+02,7.455998213230176930e+01,1.000000000000000000e+00,4.317768781185150146e+02
1.960000000000000000e+02,1.981999115154969218e+02,7.461091202495485675e+01,1.000000000000000000e+00,4.345931053161621094e+02
1.970000000000000000e+02,2.311057758767667565e+02,7.468222424825563621e+01,1.000000000000000000e+00,4.369395041465759277e+02
1.980000000000000000e+02,1.706263606751130624e+02,7.475697169655987295e+01,1.000000000000000000e+00,4.394495658874511719e+02
1.990000000000000000e+02,1.419854006994120255e+02,7.482589551576170095e+01,1.000000000000000000e+00,4.416917700767517090e+02
2.000000000000000000e+02,1.223856909543203528e+02,7.489278051363288569e+01,5.000000000000000000e-01,4.437740411758422852e+02
2.010000000000000000e+02,1.276728636515617268e+02,7.492588945408988366e+01,5.000000000000000000e-01,4.458211572170257568e+02
2.020000000000000000e+02,1.405185059925388771e+02,7.495819034645899137e+01,5.000000000000000000e-01,4.477891850471496582e+02
2.030000000000000000e+02,1.406065018319681599e+02,7.498285575187486529e+01,5.000000000000000000e-01,4.497966930866241455e+02
2.040000000000000000e+02,1.843569731902788931e+02,7.500232714721059324e+01,5.000000000000000000e-01,4.517782461643218994e+02
2.050000000000000000e+02,2.136422798519060677e+02,7.502428951843556604e+01,5.000000000000000000e-01,4.536561300754547119e+02
2.060000000000000000e+02,1.971069846372137135e+02,7.504578152746121589e+01,5.000000000000000000e-01,4.556923489570617676e+02
2.070000000000000000e+02,1.518963409732639889e+02,7.506347262777408957e+01,5.000000000000000000e-01,4.576785480976104736e+02
2.080000000000000000e+02,1.249474674077030301e+02,7.507648339943848725e+01,5.000000000000000000e-01,4.596390199661254883e+02
2.090000000000000000e+02,1.417251745776557641e+02,7.509071254492687331e+01,5.000000000000000000e-01,4.616079280376434326e+02
2.100000000000000000e+02,1.623639102566745009e+02,7.510213021161045788e+01,5.000000000000000000e-01,4.636191771030426025e+02
2.110000000000000000e+02,1.893510799429325573e+02,7.511200206057006312e+01,5.000000000000000000e-01,4.657121112346649170e+02
2.120000000000000000e+02,1.469990114480293357e+02,7.511808792153436798e+01,5.000000000000000000e-01,4.677493109703063965e+02
2.130000000000000000e+02,1.474807336590367015e+02,7.512527946670984136e+01,5.000000000000000000e-01,4.696892809867858887e+02
2.140000000000000000e+02,1.836952398632407721e+02,7.513192114821737277e+01,5.000000000000000000e-01,4.717829160690307617e+02
2.150000000000000000e+02,1.685109746489559939e+02,7.514145645791813877e+01,5.000000000000000000e-01,4.739685871601104736e+02
2.160000000000000000e+02,1.536900217653319203e+02,7.515916069593735926e+01,5.000000000000000000e-01,4.763051321506500244e+02
2.170000000000000000e+02,1.654804119605112191e+02,7.517688558114392094e+01,5.000000000000000000e-01,4.784615600109100342e+02
2.180000000000000000e+02,1.341083511449654395e+02,7.520596355031865698e+01,5.000000000000000000e-01,4.806730141639709473e+02
2.190000000000000000e+02,1.855769451071716389e+02,7.523714274736181551e+01,5.000000000000000000e-01,4.829453618526458740e+02
2.200000000000000000e+02,1.239017557823322022e+02,7.527312029678832062e+01,5.000000000000000000e-01,4.853219599723815918e+02
2.210000000000000000e+02,1.462096764555720085e+02,7.531224558146199399e+01,5.000000000000000000e-01,4.875032870769500732e+02
2.220000000000000000e+02,1.641231949381546542e+02,7.534477205903115760e+01,5.000000000000000000e-01,4.898716289997100830e+02
2.230000000000000000e+02,1.637984665970026015e+02,7.537827896525401172e+01,5.000000000000000000e-01,4.921602811813354492e+02
2.240000000000000000e+02,1.409062398948032069e+02,7.540825437368690132e+01,5.000000000000000000e-01,4.945631589889526367e+02
2.250000000000000000e+02,1.762061073384535064e+02,7.543869447179505983e+01,5.000000000000000000e-01,4.968512260913848877e+02
2.260000000000000000e+02,1.429636399540631544e+02,7.545888220447855588e+01,5.000000000000000000e-01,4.990767381191253662e+02
2.270000000000000000e+02,1.657183721934033258e+02,7.548156785409889835e+01,5.000000000000000000e-01,5.007593421936035156e+02
2.280000000000000000e+02,1.380594405103134648e+02,7.550387124140657136e+01,5.000000000000000000e-01,5.023557879924774170e+02
2.290000000000000000e+02,1.505487505065117091e+02,7.551638760875772505e+01,5.000000000000000000e-01,5.041045932769775391e+02
2.300000000000000000e+02,8.808897409488486119e+01,7.553853436327554505e+01,5.000000000000000000e-01,5.061878120899200439e+02
2.310000000000000000e+02,1.376851196938340536e+02,7.555426908260619712e+01,5.000000000000000000e-01,5.080679471492767334e+02
